name,description,category,brand,product_details,average_rating,reviews_count,price
Traditional Traditional Kamasan Batuan Painting Artisan Made,"This Mount Agung Sunrise is a masterpiece of Ubud, Bali, Indonesia heritage. Made from ethically sourced Canvas & Oil, it reflects centuries of Balinese craft tradition. Perfect for collectors and cultural art enthusiasts. Packaged with care from our Bali workshop.",Paintings on Canvas,UbudDesign,"Paintings, on, ArtisanMade, IncenseBali",4.33,148,1200.0
Fine Art Balinese Rice Field Landscape from Gianyar,"Bring the spirit of Bali into your home with this Mount Agung Sunrise. Sourced from Ubud, Bali, Indonesia and crafted with Canvas & Acrylic, this piece embodies eco-conscious artisanship. Great for boho, tropical, or minimalist interior styles.",Paintings on Canvas,NusaArt,"Paintings, on, NaturalMaterial, CeramicBali",4.99,13,430.0
Original Kecak Dance Fire Ceremony Art from Ubud,"vintage Lotus Pond Artwork — A true representation of Balinese artistry. Using Canvas & Oil sourced from local villages, our artisans in Mas Village, Bali, Indonesia pour generations of knowledge into every piece. Comes with a certificate of authenticity.",Paintings on Canvas,KlungkungCraft,"Paintings, on, UbudArt, IncenseBali",4.21,183,315.0
Hand Painted Barong Rangda Mythology Scene Bali,"unique Lotus Pond Artwork — A true representation of Balinese artistry. Using Canvas & Acrylic sourced from local villages, our artisans in Mas Village, Bali, Indonesia pour generations of knowledge into every piece. Comes with a certificate of authenticity.",Paintings on Canvas,SeminyakCreativeHouse,"Paintings, on, BalineseMask, IncenseBali",4.21,450,880.0
Signed Wayang Shadow Play Canvas Art Traditional,"Discover this handcrafted Mount Agung Sunrise, handcrafted in Ubud, Bali, Indonesia using traditional Balinese techniques. The Canvas & Oil construction ensures durability and beauty. A wonderful addition to any home or a thoughtful gift for loved ones.",Paintings on Canvas,SeminyakArt,"Paintings, on, CeramicBali, GianyarCraft",4.53,463,380.0
Gallery Quality Bali Temple Ceremony Scene,"This Mount Agung Sunrise is a masterpiece of Mas Village, Bali, Indonesia heritage. Made from ethically sourced Canvas & Oil, it reflects centuries of Balinese craft tradition. Perfect for collectors and cultural art enthusiasts. Packaged with care from our Bali workshop.",Paintings on Canvas,GianyarBoutique,"Paintings, on, UbudArt, WoodCarvingSculpture",4.69,59,280.0
Traditional Rice Terrace Aerial View Painting from Penestanan,"Discover this premium Tropical Landscape Oil, handcrafted in Mas Village, Bali, Indonesia using traditional Balinese techniques. The Watercolor Paper construction ensures durability and beauty. A wonderful addition to any home or a thoughtful gift for loved ones.",Paintings on Canvas,GianyarHeritage,"Paintings, on, BohoStyle, BalineseJewelry",4.97,345,790.0
Fine Art Lotus Pond Reflection Painting Indonesia,"Bring the spirit of Bali into your home with this Tropical Landscape Oil. Sourced from Mas Village, Bali, Indonesia and crafted with Watercolor Paper, this piece embodies eco-conscious artisanship. Great for boho, tropical, or minimalist interior styles.",Paintings on Canvas,UbudCraft,"Paintings, on, BatchArtistry, IslandArt",4.19,451,310.0
Original Balinese Offering Ceremony Traditional,"Discover this handcrafted Temple Ceremony Painting, handcrafted in Ubud, Bali, Indonesia using traditional Balinese techniques. The Watercolor Paper construction ensures durability and beauty. A wonderful addition to any home or a thoughtful gift for loved ones.",Paintings on Canvas,CelukCraft,"Paintings, on, BohoStyle, BatchArtistry",4.21,499,765.0
Hand Painted Tropical Garden Flora Oil Painting,"artisan Rice Field Watercolor from Mas Village, Bali, Indonesia. Crafted using Canvas & Oil by skilled Balinese artisans. Each piece carries the authentic spirit of Balinese culture. Ideal for home decoration, gifts, or spiritual practice. Ships directly from Bali with international tracking.",Paintings on Canvas,MasHeritage,"Paintings, on, BalineseMask, WoodCarving",4.73,384,660.0
Signed Balinese Wedding Procession Art,"This Tropical Landscape Oil is a masterpiece of Ubud, Bali, Indonesia heritage. Made from ethically sourced Watercolor Paper, it reflects centuries of Balinese craft tradition. Perfect for collectors and cultural art enthusiasts. Packaged with care from our Bali workshop.",Paintings on Canvas,KlungkungCreativeHouse,"Paintings, on, SustainableWood, BohoStyle",4.78,164,670.0
Gallery Quality Galungan Festival Celebration Artisan Made,"traditional Temple Ceremony Painting — A true representation of Balinese artistry. Using Watercolor Paper sourced from local villages, our artisans in Ubud, Bali, Indonesia pour generations of knowledge into every piece. Comes with a certificate of authenticity.",Paintings on Canvas,BaliArtisan,"Paintings, on, NaturalMaterial, SustainableWood",4.47,271,1200.0
Traditional Mount Agung Volcano Landscape Indonesia,"Bring the spirit of Bali into your home with this Mount Agung Sunrise. Sourced from Ubud, Bali, Indonesia and crafted with Canvas & Oil, this piece embodies eco-conscious artisanship. Great for boho, tropical, or minimalist interior styles.",Paintings on Canvas,CelukHandmade,"Paintings, on, BaliHandcraft, SustainableWood",4.56,433,615.0
Fine Art Coconut Palm Beach Sunset Balinese Style,"This Lotus Pond Artwork is a masterpiece of Ubud, Bali, Indonesia heritage. Made from ethically sourced Canvas & Acrylic, it reflects centuries of Balinese craft tradition. Perfect for collectors and cultural art enthusiasts. Packaged with care from our Bali workshop.",Paintings on Canvas,GianyarHandmade,"Paintings, on, IncenseBali, BalineseMask",4.78,311,900.0
Original Ubud Monkey Forest Scene Balinese Style,"Discover this unique Temple Ceremony Painting, handcrafted in Mas Village, Bali, Indonesia using traditional Balinese techniques. The Canvas & Acrylic construction ensures durability and beauty. A wonderful addition to any home or a thoughtful gift for loved ones.",Paintings on Canvas,SukawatiHandmade,"Paintings, on, TegallalangWood, IslandArt",4.18,258,515.0
Hand Painted Traditional Dance Performance Art Indonesia,"Discover this rare Mount Agung Sunrise, handcrafted in Mas Village, Bali, Indonesia using traditional Balinese techniques. The Watercolor Paper construction ensures durability and beauty. A wonderful addition to any home or a thoughtful gift for loved ones.",Paintings on Canvas,NusaCraft,"Paintings, on, SilverJewelry, WoodCarvingSculpture",4.16,363,1110.0
Signed Village Life Daily Scene Bali Artisan Made,"Discover this elegant Mount Agung Sunrise, handcrafted in Ubud, Bali, Indonesia using traditional Balinese techniques. The Canvas & Oil construction ensures durability and beauty. A wonderful addition to any home or a thoughtful gift for loved ones.",Paintings on Canvas,BaliBotanica,"Paintings, on, CeramicBali, RattanBag",4.95,177,570.0
Gallery Quality Balinese Hindu Mythology Panel,"custom Mount Agung Sunrise — A true representation of Balinese artistry. Using Watercolor Paper sourced from local villages, our artisans in Mas Village, Bali, Indonesia pour generations of knowledge into every piece. Comes with a certificate of authenticity.",Paintings on Canvas,NusaCraft,"Paintings, on, BohoStyle, WoodCarving",4.44,149,270.0
Traditional Sacred Pura Temple Painting Indonesia,"elegant Temple Ceremony Painting from Ubud, Bali, Indonesia. Crafted using Watercolor Paper by skilled Balinese artisans. Each piece carries the authentic spirit of Balinese culture. Ideal for home decoration, gifts, or spiritual practice. Ships directly from Bali with international tracking.",Paintings on Canvas,UbudCraft,"Paintings, on, SilverJewelry, SustainableWood",4.84,448,205.0
Fine Art Sunrise Bali Rice Fields from Batuan,"This Balinese Dancers Acrylic is a masterpiece of Ubud, Bali, Indonesia heritage. Made from ethically sourced Watercolor Paper, it reflects centuries of Balinese craft tradition. Perfect for collectors and cultural art enthusiasts. Packaged with care from our Bali workshop.",Paintings on Canvas,SanurHandmade,"Paintings, on, TegallalangWood, SilverJewelry",4.94,154,485.0
Original Legong Dancer Portrait,"traditional Rice Field Watercolor from Ubud, Bali, Indonesia. Crafted using Canvas & Oil by skilled Balinese artisans. Each piece carries the authentic spirit of Balinese culture. Ideal for home decoration, gifts, or spiritual practice. Ships directly from Bali with international tracking.",Paintings on Canvas,BaliArtStudio,"Paintings, on, HandmadeBali, TegallalangWood",4.48,197,535.0
Hand Painted Underwater Sea Life Tropical,"rare Rice Field Watercolor from Mas Village, Bali, Indonesia. Crafted using Watercolor Paper by skilled Balinese artisans. Each piece carries the authentic spirit of Balinese culture. Ideal for home decoration, gifts, or spiritual practice. Ships directly from Bali with international tracking.",Paintings on Canvas,SanurCreativeHouse,"Paintings, on, HandmadeBali, IslandArt",4.75,65,1185.0
Signed Tropical Bird Paradise Scene from Batuan,"exquisite Mount Agung Sunrise — A true representation of Balinese artistry. Using Watercolor Paper sourced from local villages, our artisans in Mas Village, Bali, Indonesia pour generations of knowledge into every piece. Comes with a certificate of authenticity.",Paintings on Canvas,NusaDesign,"Paintings, on, UbudArt, OrganicBali",4.51,255,385.0
Gallery Quality Fishermen at Dawn Painting Artisan Made,"premium Temple Ceremony Painting — A true representation of Balinese artistry. Using Watercolor Paper sourced from local villages, our artisans in Mas Village, Bali, Indonesia pour generations of knowledge into every piece. Comes with a certificate of authenticity.",Paintings on Canvas,SeminyakArt,"Paintings, on, CeramicBali, WoodCarving",4.65,145,580.0
Traditional Batik Pattern Abstract Art Indonesia,"unique Tropical Landscape Oil from Mas Village, Bali, Indonesia. Crafted using Canvas & Acrylic by skilled Balinese artisans. Each piece carries the authentic spirit of Balinese culture. Ideal for home decoration, gifts, or spiritual practice. Ships directly from Bali with international tracking.",Paintings on Canvas,BaliWorkshop,"Paintings, on, WoodCarving, EcoFriendly",4.24,120,340.0
Fine Art Balinese Calendar Art Painting,"Discover this handwoven Temple Ceremony Painting, handcrafted in Ubud, Bali, Indonesia using traditional Balinese techniques. The Watercolor Paper construction ensures durability and beauty. A wonderful addition to any home or a thoughtful gift for loved ones.",Paintings on Canvas,TegallalangWood,"Paintings, on, EcoFriendly, TegallalangWood",4.58,335,1200.0
Original Hindu Deities Portrait from Gianyar,"exquisite Temple Ceremony Painting from Mas Village, Bali, Indonesia. Crafted using Canvas & Acrylic by skilled Balinese artisans. Each piece carries the authentic spirit of Balinese culture. Ideal for home decoration, gifts, or spiritual practice. Ships directly from Bali with international tracking.",Paintings on Canvas,JembranaWeave,"Paintings, on, SustainableWood, WoodCarving",4.71,99,415.0
Hand Painted Ancient Temple Ruins Scene,"Bring the spirit of Bali into your home with this Tropical Landscape Oil. Sourced from Mas Village, Bali, Indonesia and crafted with Watercolor Paper, this piece embodies eco-conscious artisanship. Great for boho, tropical, or minimalist interior styles.",Paintings on Canvas,SeminyakHeritage,"Paintings, on, GianyarCraft, CelukSilver",4.62,433,475.0
Signed Children Playing Village Scene Hand Crafted,"This Lotus Pond Artwork is a masterpiece of Ubud, Bali, Indonesia heritage. Made from ethically sourced Canvas & Oil, it reflects centuries of Balinese craft tradition. Perfect for collectors and cultural art enthusiasts. Packaged with care from our Bali workshop.",Paintings on Canvas,MasDesign,"Paintings, on, IncenseBali, RattanBag",4.85,414,250.0
Gallery Quality Rice Harvest Celebration Artisan Made,"Bring the spirit of Bali into your home with this Tropical Landscape Oil. Sourced from Mas Village, Bali, Indonesia and crafted with Canvas & Oil, this piece embodies eco-conscious artisanship. Great for boho, tropical, or minimalist interior styles.",Paintings on Canvas,MasHeritage,"Paintings, on, WoodCarvingSculpture, BatchArtistry",4.45,136,1150.0
Traditional Gamelan Musicians Scene Hand Crafted,"Discover this carved Tropical Landscape Oil, handcrafted in Ubud, Bali, Indonesia using traditional Balinese techniques. The Canvas & Oil construction ensures durability and beauty. A wonderful addition to any home or a thoughtful gift for loved ones.",Paintings on Canvas,KlungkungBoutique,"Paintings, on, HandmadeBali, GianyarCraft",4.28,132,255.0
Fine Art Shadow Puppet Wayang Kulit Balinese Style,"Bring the spirit of Bali into your home with this Temple Ceremony Painting. Sourced from Mas Village, Bali, Indonesia and crafted with Canvas & Oil, this piece embodies eco-conscious artisanship. Great for boho, tropical, or minimalist interior styles.",Paintings on Canvas,BaliStudio,"Paintings, on, BaliHandcraft, SilverJewelry",4.58,272,515.0
Original Ogoh-Ogoh Parade Scene Hand Crafted,"This Temple Ceremony Painting is a masterpiece of Mas Village, Bali, Indonesia heritage. Made from ethically sourced Watercolor Paper, it reflects centuries of Balinese craft tradition. Perfect for collectors and cultural art enthusiasts. Packaged with care from our Bali workshop.",Paintings on Canvas,KutaCraft,"Paintings, on, EcoFriendly, CeramicBali",4.39,23,565.0
Hand Painted Mepantigan Mud Wrestling Scene Indonesia,"This Balinese Dancers Acrylic is a masterpiece of Ubud, Bali, Indonesia heritage. Made from ethically sourced Canvas & Oil, it reflects centuries of Balinese craft tradition. Perfect for collectors and cultural art enthusiasts. Packaged with care from our Bali workshop.",Paintings on Canvas,GianyarArtisan,"Paintings, on, IncenseBali, GianyarCraft",4.15,147,455.0
Signed Balinese Cockfight Ceremony,"rustic Temple Ceremony Painting from Ubud, Bali, Indonesia. Crafted using Watercolor Paper by skilled Balinese artisans. Each piece carries the authentic spirit of Balinese culture. Ideal for home decoration, gifts, or spiritual practice. Ships directly from Bali with international tracking.",Paintings on Canvas,SukawatiBoutique,"Paintings, on, GianyarCraft, BalineseJewelry",4.11,209,540.0
Gallery Quality Tirta Empul Water Temple Indonesia,"This Balinese Dancers Acrylic is a masterpiece of Mas Village, Bali, Indonesia heritage. Made from ethically sourced Canvas & Oil, it reflects centuries of Balinese craft tradition. Perfect for collectors and cultural art enthusiasts. Packaged with care from our Bali workshop.",Paintings on Canvas,SeminyakBoutique,"Paintings, on, GianyarCraft, WoodCarvingSculpture",4.32,329,965.0
Traditional Tanah Lot Sunset Seascape Hand Crafted,"Bring the spirit of Bali into your home with this Balinese Dancers Acrylic. Sourced from Ubud, Bali, Indonesia and crafted with Watercolor Paper, this piece embodies eco-conscious artisanship. Great for boho, tropical, or minimalist interior styles.",Paintings on Canvas,MasSilversmith,"Paintings, on, RattanBag, NaturalMaterial",4.48,408,1180.0
Fine Art Jimbaran Bay Seafood Scene Artisan Made,"heritage Tropical Landscape Oil from Mas Village, Bali, Indonesia. Crafted using Canvas & Acrylic by skilled Balinese artisans. Each piece carries the authentic spirit of Balinese culture. Ideal for home decoration, gifts, or spiritual practice. Ships directly from Bali with international tracking.",Paintings on Canvas,BaliHeritage,"Paintings, on, BalineseJewelry, EcoFriendly",4.85,213,965.0
Original Ubud Market Scene Painting,"Discover this handcrafted Lotus Pond Artwork, handcrafted in Ubud, Bali, Indonesia using traditional Balinese techniques. The Canvas & Acrylic construction ensures durability and beauty. A wonderful addition to any home or a thoughtful gift for loved ones.",Paintings on Canvas,UbudDesign,"Paintings, on, SustainableWood, BalineseJewelry",4.96,145,780.0
Hand Painted Night Sky Over Bali Village Bali,"heritage Mount Agung Sunrise — A true representation of Balinese artistry. Using Canvas & Oil sourced from local villages, our artisans in Ubud, Bali, Indonesia pour generations of knowledge into every piece. Comes with a certificate of authenticity.",Paintings on Canvas,NusaCraft,"Paintings, on, EcoFriendly, RattanBag",4.67,306,1200.0
Signed Traditional Kamasan Batuan Painting,"Bring the spirit of Bali into your home with this Temple Ceremony Painting. Sourced from Mas Village, Bali, Indonesia and crafted with Canvas & Oil, this piece embodies eco-conscious artisanship. Great for boho, tropical, or minimalist interior styles.",Paintings on Canvas,SeminyakDesign,"Paintings, on, BalineseMask, GianyarCraft",4.15,464,540.0
Gallery Quality Balinese Rice Field Landscape,"This Balinese Dancers Acrylic is a masterpiece of Ubud, Bali, Indonesia heritage. Made from ethically sourced Canvas & Oil, it reflects centuries of Balinese craft tradition. Perfect for collectors and cultural art enthusiasts. Packaged with care from our Bali workshop.",Paintings on Canvas,MasStudio,"Paintings, on, HandmadeBali, CeramicBali",4.54,309,395.0
Traditional Kecak Dance Fire Ceremony Art,"Discover this exquisite Temple Ceremony Painting, handcrafted in Mas Village, Bali, Indonesia using traditional Balinese techniques. The Canvas & Acrylic construction ensures durability and beauty. A wonderful addition to any home or a thoughtful gift for loved ones.",Paintings on Canvas,SeminyakCreativeHouse,"Paintings, on, ArtisanMade, CeramicBali",4.82,341,1045.0
Fine Art Barong Rangda Mythology Scene,"artisan Mount Agung Sunrise from Ubud, Bali, Indonesia. Crafted using Canvas & Oil by skilled Balinese artisans. Each piece carries the authentic spirit of Balinese culture. Ideal for home decoration, gifts, or spiritual practice. Ships directly from Bali with international tracking.",Paintings on Canvas,SeminyakHandmade,"Paintings, on, BatchArtistry, HandmadeBali",4.31,352,255.0
Original Wayang Shadow Play Canvas Art Artisan Made,"premium Mount Agung Sunrise — A true representation of Balinese artistry. Using Watercolor Paper sourced from local villages, our artisans in Mas Village, Bali, Indonesia pour generations of knowledge into every piece. Comes with a certificate of authenticity.",Paintings on Canvas,GianyarWorkshop,"Paintings, on, HandmadeBali, BaliHandcraft",4.86,492,200.0
Hand Painted Bali Temple Ceremony Scene Indonesia,"Discover this heritage Lotus Pond Artwork, handcrafted in Mas Village, Bali, Indonesia using traditional Balinese techniques. The Watercolor Paper construction ensures durability and beauty. A wonderful addition to any home or a thoughtful gift for loved ones.",Paintings on Canvas,KutaArtisan,"Paintings, on, BatchArtistry, WoodCarving",4.92,437,725.0
Signed Rice Terrace Aerial View Painting Indonesia,"This Tropical Landscape Oil is a masterpiece of Ubud, Bali, Indonesia heritage. Made from ethically sourced Watercolor Paper, it reflects centuries of Balinese craft tradition. Perfect for collectors and cultural art enthusiasts. Packaged with care from our Bali workshop.",Paintings on Canvas,TabananCraft,"Paintings, on, WoodCarving, RattanBag",4.43,385,1200.0
Gallery Quality Lotus Pond Reflection Painting Indonesia,"authentic Mount Agung Sunrise — A true representation of Balinese artistry. Using Watercolor Paper sourced from local villages, our artisans in Mas Village, Bali, Indonesia pour generations of knowledge into every piece. Comes with a certificate of authenticity.",Paintings on Canvas,SanurDesign,"Paintings, on, CeramicBali, CelukSilver",4.45,259,340.0
Traditional Balinese Offering Ceremony Traditional,"traditional Tropical Landscape Oil from Ubud, Bali, Indonesia. Crafted using Canvas & Acrylic by skilled Balinese artisans. Each piece carries the authentic spirit of Balinese culture. Ideal for home decoration, gifts, or spiritual practice. Ships directly from Bali with international tracking.",Paintings on Canvas,UbudStudio,"Paintings, on, NaturalMaterial, GianyarCraft",4.4,383,525.0
Fine Art Tropical Garden Flora Oil Painting Indonesia,"Bring the spirit of Bali into your home with this Mount Agung Sunrise. Sourced from Ubud, Bali, Indonesia and crafted with Watercolor Paper, this piece embodies eco-conscious artisanship. Great for boho, tropical, or minimalist interior styles.",Paintings on Canvas,BaliArtisan,"Paintings, on, UbudArt, RattanBag",4.12,268,240.0
Original Balinese Wedding Procession Art,"handwoven Mount Agung Sunrise — A true representation of Balinese artistry. Using Canvas & Oil sourced from local villages, our artisans in Mas Village, Bali, Indonesia pour generations of knowledge into every piece. Comes with a certificate of authenticity.",Paintings on Canvas,NusaArtisan,"Paintings, on, RattanBag, HandmadeBali",4.35,430,520.0
Hand Painted Galungan Festival Celebration,"Discover this handwoven Balinese Dancers Acrylic, handcrafted in Ubud, Bali, Indonesia using traditional Balinese techniques. The Canvas & Acrylic construction ensures durability and beauty. A wonderful addition to any home or a thoughtful gift for loved ones.",Paintings on Canvas,KlungkungCreativeHouse,"Paintings, on, BalineseJewelry, WoodCarvingSculpture",4.35,206,300.0
Signed Mount Agung Volcano Landscape Hand Crafted,"carved Lotus Pond Artwork from Ubud, Bali, Indonesia. Crafted using Canvas & Acrylic by skilled Balinese artisans. Each piece carries the authentic spirit of Balinese culture. Ideal for home decoration, gifts, or spiritual practice. Ships directly from Bali with international tracking.",Paintings on Canvas,BaliStudio,"Paintings, on, BaliHandcraft, IncenseBali",4.3,187,795.0
Gallery Quality Coconut Palm Beach Sunset,"Discover this vintage Mount Agung Sunrise, handcrafted in Ubud, Bali, Indonesia using traditional Balinese techniques. The Watercolor Paper construction ensures durability and beauty. A wonderful addition to any home or a thoughtful gift for loved ones.",Paintings on Canvas,UbudStudio,"Paintings, on, HandmadeBali, EcoFriendly",4.35,210,410.0
Traditional Ubud Monkey Forest Scene Hand Crafted,"rustic Tropical Landscape Oil — A true representation of Balinese artistry. Using Canvas & Oil sourced from local villages, our artisans in Mas Village, Bali, Indonesia pour generations of knowledge into every piece. Comes with a certificate of authenticity.",Paintings on Canvas,SingarajaWeave,"Paintings, on, WoodCarvingSculpture, WoodCarving",4.7,215,360.0
Fine Art Traditional Dance Performance Art,"Discover this exquisite Tropical Landscape Oil, handcrafted in Ubud, Bali, Indonesia using traditional Balinese techniques. The Canvas & Acrylic construction ensures durability and beauty. A wonderful addition to any home or a thoughtful gift for loved ones.",Paintings on Canvas,KutaBoutique,"Paintings, on, UbudArt, IslandArt",4.26,191,1200.0
Original Village Life Daily Scene Bali Indonesia,"artisan Temple Ceremony Painting from Mas Village, Bali, Indonesia. Crafted using Canvas & Oil by skilled Balinese artisans. Each piece carries the authentic spirit of Balinese culture. Ideal for home decoration, gifts, or spiritual practice. Ships directly from Bali with international tracking.",Paintings on Canvas,SanurArt,"Paintings, on, BaliHandcraft, CeramicBali",4.73,76,375.0
Hand Painted Balinese Hindu Mythology Panel,"Discover this authentic Mount Agung Sunrise, handcrafted in Mas Village, Bali, Indonesia using traditional Balinese techniques. The Watercolor Paper construction ensures durability and beauty. A wonderful addition to any home or a thoughtful gift for loved ones.",Paintings on Canvas,GianyarWorkshop,"Paintings, on, WoodCarvingSculpture, EcoFriendly",4.96,73,270.0
Bali Women's Coolest Smoothing Underwire Minimizer Bra,"This Hand-Stamped Batik Scarf is a masterpiece of Sukawati, Bali, Indonesia heritage. Made from ethically sourced Rayon, it reflects centuries of Balinese craft tradition. Perfect for collectors and cultural art enthusiasts. Packaged with care from our Bali workshop.",Batik & Textile,Bali,"Batik, Textile, NaturalMaterial, IncenseBali, UbudArt",3.1,368,23.99
Bali Women's Coolest Smoothing Foam Wireless Bra,"This Coconut Aromatic Stick is a masterpiece of Gianyar, Bali, Indonesia heritage. Made from ethically sourced Kemenyan Resin, it reflects centuries of Balinese craft tradition. Perfect for collectors and cultural art enthusiasts. Packaged with care from our Bali workshop.",Incense & Aromatherapy,Bali,"Incense, Aromatherapy, EcoFriendly, ArtisanMade, SilverJewelry",4.3,76,23.99
Bali Women's Tailored Underwire Minimizer Full Coverage Bra,"rustic Byzantine Chain Necklace — A true representation of Balinese artistry. Using Silver Alloy sourced from local villages, our artisans in Mas Village, Bali, Indonesia pour generations of knowledge into every piece. Comes with a certificate of authenticity.",Silver Jewelry,Target,"Silver, Jewelry, SustainableWood, IslandArt, WoodCarving",3.9,116,21.99
Bali Women's Double Support Briefs 3-Pack,"Discover this unique Glazed Stoneware Bowl, handcrafted in Batubulan, Bali, Indonesia using traditional Balinese techniques. The Volcanic Sand & Stone Resin construction ensures durability and beauty. A wonderful addition to any home or a thoughtful gift for loved ones.",Ceramic & Pottery,Bali,"Ceramic, Pottery, BatchArtistry, IndonesianCraft, IncenseBali",4.1,172,16.5
Bali Women's Bralette One Smooth U,"Bring the spirit of Bali into your home with this Ganesha Statue. Sourced from Tegallalang, Bali, Indonesia and crafted with Teak Wood, this piece embodies eco-conscious artisanship. Great for boho, tropical, or minimalist interior styles.",Wood Carving & Sculpture,One Hanes Place,"Wood, Carving, HomeDecorationBali, RattanBag",4.2,1990,21.0
Bali Women's Brief 3-Pack Skimp Skamp,"traditional Barong Mask from Batubulan, Bali, Indonesia. Crafted using Painted Wood by skilled Balinese artisans. Each piece carries the authentic spirit of Balinese culture. Ideal for home decoration, gifts, or spiritual practice. Ships directly from Bali with international tracking.",Masks & Folk Art,Bali,"Masks, Folk, WoodCarving, BohoStyle",3.8,1073,16.5
Bali Women's Coolest Smoothing High-Waist Brief Panties,"Bring the spirit of Bali into your home with this Wayang Kulit Set. Sourced from Sukawati, Bali, Indonesia and crafted with Painted Wood, this piece embodies eco-conscious artisanship. Great for boho, tropical, or minimalist interior styles.",Masks & Folk Art,Kohl's,"Masks, Folk, NaturalMaterial, WoodCarving",4.1,146,14.0
Bali Women's Breathe Wireless T Shirt Bra,"This Bamboo Shoulder Bag is a masterpiece of Gianyar, Bali, Indonesia heritage. Made from ethically sourced Rattan & Bamboo, it reflects centuries of Balinese craft tradition. Perfect for collectors and cultural art enthusiasts. Packaged with care from our Bali workshop.",Rattan & Woven Bags,Bali,"Rattan, Woven, OrganicBali, ArtisanMade",4.0,1039,23.99
Beauty by Bali Women's 2-Pack Underwire T-Shirt Bras,"This Tropical Landscape Oil is a masterpiece of Mas Village, Bali, Indonesia heritage. Made from ethically sourced Watercolor Paper, it reflects centuries of Balinese craft tradition. Perfect for collectors and cultural art enthusiasts. Packaged with care from our Bali workshop.",Paintings on Canvas,Target,"Paintings, on, BalineseJewelry, IslandArt",3.9,47,33.0
Bali Women's Breathe Lace Underwire Bra DF7590,"Bring the spirit of Bali into your home with this Barong Earrings. Sourced from Celuk, Bali, Indonesia and crafted with Silver Alloy, this piece embodies eco-conscious artisanship. Great for boho, tropical, or minimalist interior styles.",Silver Jewelry,Bali,"Silver, Jewelry, GianyarCraft, BatchArtistry, TraditionalCraft",4.4,348,23.99
Bali Women's Coolest Smoothing Underwire T-Shirt Bra,"Bring the spirit of Bali into your home with this Barong Mask. Sourced from Mas Village, Bali, Indonesia and crafted with Waru Wood, this piece embodies eco-conscious artisanship. Great for boho, tropical, or minimalist interior styles.",Wood Carving & Sculpture,One Hanes Place,"Wood, Carving, HomeDecorationBali, UbudArt",3.7,454,23.99
Bali Women's One Smooth U All-Around Smoothing Hi-Cut Panty,"This Ceramic Oil Burner is a masterpiece of Gianyar, Bali, Indonesia heritage. Made from ethically sourced Glazed Stoneware, it reflects centuries of Balinese craft tradition. Perfect for collectors and cultural art enthusiasts. Packaged with care from our Bali workshop.",Ceramic & Pottery,Bali,"Ceramic, Pottery, IslandArt, HomeDecorationBali, SilverJewelry",4.3,947,14.0
Bali Women's Breathe High-Waist Tailored Brief Underwear,"unique Coconut Shell Mosaic — A true representation of Balinese artistry. Using Canvas & Acrylic sourced from local villages, our artisans in Tegallalang, Bali, Indonesia pour generations of knowledge into every piece. Comes with a certificate of authenticity.",Wall Art & Panels,HerRoom,"Wall, Art, EcoFriendly, CelukSilver",4.4,66,9.8
Bali Women's Double Support Brief,"This Coconut Aromatic Stick is a masterpiece of Gianyar, Bali, Indonesia heritage. Made from ethically sourced Natural Resin, it reflects centuries of Balinese craft tradition. Perfect for collectors and cultural art enthusiasts. Packaged with care from our Bali workshop.",Incense & Aromatherapy,Bali,"Incense, Aromatherapy, HomeDecorationBali, HandmadeBali, NaturalMaterial",4.2,443,14.0
Bali Women's Cotton Collection Wireless Bra,"This Rice Husk Pottery is a masterpiece of Gianyar, Bali, Indonesia heritage. Made from ethically sourced Rice Husk Clay, it reflects centuries of Balinese craft tradition. Perfect for collectors and cultural art enthusiasts. Packaged with care from our Bali workshop.",Ceramic & Pottery,JCPenney,"Ceramic, Pottery, RattanBag, ArtisanMade, CelukSilver",4.0,73,21.99
Bali Women's Modern Seamless Lace Trim Hi Cut Underwear 3-Pack,"Discover this sacred Hand-Painted Ceramic Vase, handcrafted in Gianyar, Bali, Indonesia using traditional Balinese techniques. The Glazed Stoneware construction ensures durability and beauty. A wonderful addition to any home or a thoughtful gift for loved ones.",Ceramic & Pottery,Bali,"Ceramic, Pottery, IslandArt, EcoFriendly, RattanBag",4.5,96,16.5
Bali Women's Lace and Smooth Underwire Bra,"This Temple Incense Bundle is a masterpiece of Gianyar, Bali, Indonesia heritage. Made from ethically sourced Sandalwood, it reflects centuries of Balinese craft tradition. Perfect for collectors and cultural art enthusiasts. Packaged with care from our Bali workshop.",Incense & Aromatherapy,One Hanes Place,"Incense, Aromatherapy, WoodCarvingSculpture, IslandArt, EcoFriendly",4.3,2990,19.99
Bali Women's Live It Up Seamless Underwire Bra,"exquisite Garuda Panel — A true representation of Balinese artistry. Using Ebony Wood sourced from local villages, our artisans in Tegallalang, Bali, Indonesia pour generations of knowledge into every piece. Comes with a certificate of authenticity.",Wood Carving & Sculpture,Bali,"Wood, Carving, CeramicBali, HandmadeBali",4.1,3077,19.99
Bali Women's Passion For Comfort Brief,"Bring the spirit of Bali into your home with this Batik Wall Art. Sourced from Ubud, Bali, Indonesia and crafted with Canvas & Acrylic, this piece embodies eco-conscious artisanship. Great for boho, tropical, or minimalist interior styles.",Wall Art & Panels,Kohl's,"Wall, Art, SilverJewelry, BohoStyle",4.4,180,14.0
